date,actual_revenue,year,month,day,dayofweek,is_weekend,quarter,dayofyear,week,sin_year_1,cos_year_1,sin_year_2,cos_year_2,is_holiday,is_promo_active,CPI,inflation_factor,actual_revenue_lag1,actual_revenue_lag7,actual_revenue_lag14,actual_revenue_lag30,revenue_diff_lag1_lag7,revenue_roll_mean_7_lag1,revenue_roll_std_7_lag1,revenue_roll_mean_14_lag1,revenue_roll_mean_30_lag1,revenue_ewma_7_lag1,revenue_ewma_30_lag1,sessions_roll_30_lag1
2013-02-11,4514046.613423861,2013,2,11,0,0,1,42,7,0.6612634749656386,0.7501537286959042,0.992098522791769,0.12546123335273648,1,1,89.84,0.8984000000000001,3632304.616540516,3887474.096727515,5575147.784951019,3132899.0761353523,-255169.4801869993,3331427.407613535,587635.3969478436,3772667.5887689223,3408816.245714603,3336060.9271980976,3517919.1257167575,11210.7
2013-02-12,4281298.39715049,2013,2,12,1,0,1,43,7,0.6740694616546161,0.7386679638813748,0.9958270335100595,0.09126072172931188,1,1,89.84,0.8984000000000001,4514046.613423861,4164584.7662511137,5380532.535618876,3249910.529830809,349461.8471727469,3420937.767141585,719398.7874970369,3696874.6479455535,3454854.4969575536,3630557.348754538,3582185.437586043,11421.8
2013-02-13,3420040.663401603,2013,2,13,2,0,1,44,7,0.6866759803451553,0.726963615332308,0.998376906467142,0.056952196034039754,1,1,89.84,0.8984000000000001,4281298.39715049,2512041.2138245767,4782163.145592167,3425731.6117542284,1769257.1833259137,3437611.142984352,740548.3595354633,3618357.9237692403,3489234.0925348764,3793242.6108535263,3627289.5141606503,11640.133333333333
2013-02-14,3552480.5259349956,2013,2,14,3,0,1,45,7,0.6990793005655562,0.7150441465537444,0.9997451236925734,0.022576263041545485,1,1,89.84,0.8984000000000001,3420040.663401603,3084373.7622439894,3734920.208704365,2823247.9185218164,335666.9011576134,3567325.350066785,621331.8807501033,3521063.4607556285,3489044.3942564554,3699942.123990545,3613918.6164957792,11810.666666666666
2013-02-15,3108123.0003339285,2013,2,15,4,0,1,46,7,0.7112757519738152,0.7029130847082615,0.9999300657962057,-0.011826390691832589,1,1,89.84,0.8984000000000001,3552480.5259349956,2859712.3402715945,4488568.640360641,2058982.0013357082,692768.1856634011,3634197.744879786,584806.8838693002,3508032.0548435305,3513352.1478368947,3663076.724476658,3609954.8675896595,12113.266666666666
2013-02-16,3606554.6393588604,2013,2,16,5,1,1,47,7,0.7232617254437388,0.6905740195722293,0.9989315138848577,-0.046215046983708354,0,1,89.84,0.8984000000000001,3108123.0003339285,3179501.0574354404,2575896.3835707926,2418983.693232414,-71378.05710151186,3669684.9820315475,535429.1324751803,3409428.7948416225,3548323.514470169,3524338.2934409752,3577578.6094700755,12255.266666666666
2013-02-17,3680836.1609528037,2013,2,17,6,1,1,48,7,0.7350336741329413,0.6780306024735382,0.9967506498213929,-0.08054900421874167,0,1,89.84,0.8984000000000001,3606554.6393588604,3632304.616540516,2960125.690672305,2336653.5618878007,-25749.977181655355,3730692.6365920366,492909.3490435929,3483047.241683628,3587909.212674384,3544892.3799204463,3579448.0312187923,12439.966666666667
2013-02-18,4826293.830142475,2013,2,18,0,0,1,49,8,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.11478762552212701,0,1,89.84,0.8984000000000001,3680836.1609528037,4514046.613423861,3887474.096727515,2757271.5828138916,-833210.452471057,3737625.71436522,491634.47650822776,3534526.5609893776,3632715.2993098837,3578878.3251785357,3585989.202402996,12594.0
2013-02-19,4675236.324020481,2013,2,19,1,0,1,50,8,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548,0,1,89.84,0.8984000000000001,4826293.830142475,4281298.39715049,4164584.7662511137,2808077.226179875,544995.4329919843,3782232.459610737,580038.399980883,3601585.1133761606,3701682.70755417,3890732.20141952,3666008.8732455517,12745.933333333332
2013-02-20,3648014.669412289,2013,2,20,2,0,1,51,8,0.7690308592589181,0.6392116531380588,0.9831469737221499,-0.1828169249850199,0,1,89.84,0.8984000000000001,4675236.324020481,3420040.663401603,2512041.2138245767,4564091.073018699,1255195.660618878,3838509.306306449,651266.3024491225,3638060.224645401,3763921.3441488566,4086858.2320697606,3731120.3349579237,12944.633333333333
2013-02-21,3676334.1201024055,2013,2,21,3,0,1,52,8,0.7799125224167177,0.6258885343075018,0.9762766110869321,-0.21652708524481437,0,1,89.84,0.8984000000000001,3648014.669412289,3552480.5259349956,3084373.7622439894,3938929.3410507557,95534.1434772932,3871077.0214508334,632275.5714266322,3719201.185758809,3733385.4640286425,3977147.3414053926,3725758.6780936327,13078.233333333334
2013-02-22,3833063.2084817463,2013,2,22,4,0,1,53,8,0.7905633969115482,0.612380204990065,0.9682507501166718,-0.2499809690726521,0,1,89.84,0.8984000000000001,3676334.1201024055,3108123.0003339285,2859712.3402715945,3157230.498664291,568211.119768477,3888770.392046177,623546.8536881981,3761484.068462982,3724632.2899970314,3901944.036079646,3722569.9963639635,13214.7
2013-02-23,4613675.440783614,2013,2,23,5,1,1,54,8,0.8009803309782905,0.5986906625177214,0.9590788900341131,-0.28313898122818354,0,1,89.84,0.8984000000000001,3833063.2084817463,3606554.6393588604,3179501.0574354404,2808242.108192341,226508.56912288582,3992333.278924437,524639.5765682599,3831009.1304779924,3747160.046990947,3884723.8291801712,3729698.591884012,13429.466666666667
2013-02-24,5821702.384238643,2013,2,24,6,1,1,55,8,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.31596187665790293,0,1,89.84,0.8984000000000001,4613675.440783614,3680836.1609528037,3632304.616540516,3142344.9577025813,932839.2798308106,4136207.679127973,539107.616642481,3933450.1578600043,3807341.158077322,4066961.732081032,3786729.3652342865,13590.866666666667
2013-02-25,9804455.496438114,2013,2,25,0,0,1,56,9,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808,0,1,89.84,0.8984000000000001,5821702.384238643,4826293.830142475,4514046.613423861,2573787.611308994,995408.5540961679,4442045.7110259505,787675.1660250952,4089835.712695585,3896653.0722951908,4505646.895120434,3918017.9662831584,13696.133333333333
2013-02-26,7209062.090382901,2013,2,26,1,0,1,57,9,0.8307970168121247,0.5565755266413303,0.9248025743285089,-0.38044736628785164,0,1,89.84,0.8984000000000001,9804455.496438114,4675236.324020481,4281298.39715049,4250758.337043629,5129219.172417633,5153211.663353899,2190513.1061930787,4467722.061482318,4137675.3351328284,5830349.045449854,4297788.181413895,13811.133333333333
2013-02-27,6080611.6913401615,2013,2,27,2,0,1,58,9,0.8402480696078469,0.5422021592729844,0.9111686353326631,-0.41203363695942635,0,1,89.84,0.8984000000000001,7209062.090382901,3648014.669412289,3420040.663401603,5575147.784951019,3561047.420970612,5515186.772834244,2304740.213290252,4676848.039570347,4236285.460244138,6175027.306683115,4485612.328583166,14051.8
2013-02-28,4692578.717163847,2013,2,28,3,0,1,59,9,0.8494504794814806,0.527668345562516,0.8964562582905575,-0.44313223418263453,0,1,89.84,0.8984000000000001,6080611.6913401615,3676334.1201024055,3552480.5259349956,5380532.535618876,2404277.571237756,5862700.633109654,2154799.9596880144,4866888.827280244,4253134.257123775,6151423.402847377,4588515.525582843,14258.7
2013-03-01,2868872.9201914533,2013,3,1,4,0,1,60,9,0.8584015232918917,0.512978386299228,0.8806828564301475,-0.47370635037968,0,1,89.84,0.8984000000000001,4692578.717163847,3833063.2084817463,3108123.0003339285,4782163.145592167,859515.5086821006,6007878.43268986,2012478.89480318,4948324.412368019,4230202.4631752735,5786712.231426493,4595229.28062946,14480.233333333334
2013-03-02,311458.08103294746,2013,3,2,5,1,1,61,9,0.8670985522812081,0.4981366284784055,0.8638670987837349,-0.503719798736334,0,0,89.84,0.8984000000000001,2868872.9201914533,4613675.440783614,3606554.6393588604,3734920.208704365,-1744802.520592161,5870136.962934105,2209492.897053682,4931235.120929271,4166426.1223285845,5057252.403617732,4483851.439267821,14879.466666666667
2013-03-03,2181082.012466607,2013,3,3,6,1,1,62,9,0.8755389928586302,0.4831474640149687,0.8460288880917339,-0.533137056031809,0,0,89.84,0.8984000000000001,311458.08103294746,5821702.384238643,3680836.1609528037,4488568.640360641,-5510244.303205695,5255534.482969724,3054156.0500839017,4695871.081048848,4052310.7180728703,3870803.822971536,4214664.74464105,15191.466666666667
2013-03-04,1572650.7457702577,2013,3,4,0,0,1,63,10,0.8837203473619977,0.4680153284438345,0.8271893372462497,-0.5619233046832195,0,0,89.84,0.8984000000000001,2181082.012466607,9804455.496438114,4826293.830142475,2575896.3835707926,-7623373.483971506,4735445.8584308615,3245650.467135901,4588745.784728406,3975394.497143069,3448373.370345304,4083465.846678529,15302.033333333333
2013-03-05,2716463.40160285,2013,3,5,1,0,1,64,10,0.8916401947968874,0.45274469960737107,0.8073707443023492,-0.5900444739548627,0,0,89.84,0.8984000000000001,1572650.7457702577,7209062.090382901,4675236.324020481,2960125.690672305,-5636411.344612643,3559473.7511925963,2511092.828642524,4356342.707273248,3941952.975883051,2979442.7142015416,3921477.7617737297,15526.466666666667
2013-03-06,3615050.289403382,2013,3,6,2,0,1,65,10,0.8992961915530253,0.4373400963303323,0.7865965660866021,-0.6174672802835514,0,0,89.84,0.8984000000000001,2716463.40160285,6080611.6913401615,3648014.669412289,3887474.096727515,-3364148.2897373117,2917673.938509732,1929652.1954056341,4216430.355671989,3933830.899580736,2913697.8860518686,3843734.89359626,15753.033333333333
2013-03-07,4472045.491985748,2013,3,7,3,0,1,66,10,0.9066860720977985,0.4218060770826634,0.7648913904341225,-0.6441592666722685,0,0,89.84,0.8984000000000001,3615050.289403382,4692578.717163847,3676334.1201024055,4164584.7662511137,-1077528.4277604646,2565450.8810901917,1411563.940142437,4214075.757099924,3924750.106003265,3089035.986889747,3828981.047058255,15879.666666666666
2013-03-08,4031896.204363312,2013,3,8,4,0,1,67,10,0.9138076496466615,0.4061472386305789,0.742280907086982,-0.6700888411055113,0,0,89.84,0.8984000000000001,4472045.491985748,2868872.9201914533,3833063.2084817463,2512041.2138245767,1603172.5717942943,2533946.1346361777,1357605.6667662687,4270912.283663019,3934998.7968610856,3434788.3631637474,3870469.0786732337,16080.6
2013-03-09,3632425.52315227,2013,3,9,5,1,1,68,10,0.9206588168102428,0.3903682146763026,0.7187918772884232,-0.6952253139408722,0,0,89.84,0.8984000000000001,4031896.204363312,311458.08103294746,4613675.440783614,3084373.7622439894,3720438.1233303645,2700092.3180893003,1471790.6020896325,4285114.640511703,3985660.629879044,3584065.323463639,3880883.732626919,16321.4
2013-03-10,3908043.3993766685,2013,3,10,6,1,1,69,10,0.9272375462179537,0.374473674486883,0.6944521021088763,-0.719538934232584,0,0,89.84,0.8984000000000001,3632425.52315227,2181082.012466607,5821702.384238643,2859712.3402715945,1451343.5106856627,3174516.238392061,1047626.7427009585,4215025.360680892,4003929.0219093193,3596155.373385797,3864854.169741405,16497.566666666666
2013-03-11,3609348.987088157,2013,3,11,0,0,1,70,11,0.9335418911179212,0.35846832151248087,0.6692903895412567,-0.7430009249440493,0,0,89.84,0.8984000000000001,3908043.3993766685,1572650.7457702577,9804455.496438114,3179501.0574354404,2335392.653606411,3421225.007950641,975553.2420081442,4078335.4331907514,4038873.3905461556,3674127.3798835147,3867640.5718133575,16665.5
2013-03-12,4074121.7609082777,2013,3,12,1,0,1,71,11,0.9395699859530622,0.342356891994542,0.6433365204044917,-0.765583517007675,0,0,89.84,0.8984000000000001,3609348.987088157,2716463.40160285,7209062.090382901,3632304.616540516,892885.585485307,3712181.899567484,537865.7216615579,3635827.82538004,4053201.6548679126,3657932.7816846753,3850976.59771014,16895.566666666666
2013-03-13,4825660.474176316,2013,3,13,2,0,1,72,11,0.945320046913132,0.3261441535642696,0.6166212130956382,-0.7872599821916922,0,0,89.84,0.8984000000000001,4074121.7609082777,3615050.289403382,6080611.6913401615,4514046.613423861,459071.4715048955,3906133.0937539735,319380.3592335598,3411903.5161318528,4067928.8930135053,3761980.026490576,3865373.0605753986,16904.066666666666
2013-03-14,7449685.329474621,2013,3,14,3,0,1,73,11,0.9507903724625832,0.3098349038318025,0.5891760872322963,-0.8080046647350754,0,0,89.84,0.8984000000000001,4825660.474176316,4472045.491985748,4692578.717163847,4281298.39715049,353614.982190568,4079077.405864392,440351.4017053692,3322264.143477292,4078316.0217052535,4027900.138412011,3927327.090171752,17174.166666666668
2013-03-15,5932833.581923416,2013,3,15,4,0,1,74,11,0.9559793438440766,0.2934339689665273,0.5610336262283677,-0.8277930117131022,0,0,89.84,0.8984000000000001,7449685.329474621,4031896.204363312,2868872.9201914533,3420040.663401603,3417789.1251113093,4504454.52550566,1360355.9670479258,3519200.3300709194,4183928.919449391,4883346.4361776635,4154576.0188300787,17295.133333333335
2013-03-16,3997923.2079252,2013,3,16,5,1,1,75,11,0.9608854255574977,0.27694620226893646,0.5322271388474397,-0.8466016020976267,0,0,89.84,0.8984000000000001,5932833.581923416,3632425.52315227,311458.08103294746,3552480.5259349956,2300408.058771146,4776017.008014246,1437830.6710159937,3738054.6630517733,4267688.683400119,5145718.222614101,4269302.317942964,17521.5
2013-03-17,4899040.115761355,2013,3,17,6,1,1,76,11,0.9655071658143364,0.2603764827344581,0.5027907197793043,-0.8644081744776648,0,0,89.84,0.8984000000000001,3997923.2079252,3908043.3993766685,2181082.012466607,3108123.0003339285,89879.8085485315,4828230.962981808,1395390.4249898742,4001373.6006869343,4282536.772799792,4858769.468941876,4251793.987590587,17640.866666666665
2013-03-18,5005489.60284951,2013,3,18,0,0,1,77,12,0.969843196967294,0.24372971360968387,0.47275920928627757,-0.881191653407483,0,1,89.84,0.8984000000000001,4899040.115761355,3609348.987088157,1572650.7457702577,3606554.6393588604,1289691.1286731977,4969801.922465335,1335456.1678093823,4195513.465207987,4342234.009980706,4868837.130646746,4293551.803814659,17756.466666666667
2013-03-19,4830983.088156723,2013,3,19,1,0,1,78,12,0.9738922359149924,0.22701082094141847,0.44216815196707204,-0.8969321743510065,0,1,89.84,0.8984000000000001,5005489.60284951,4074121.7609082777,2716463.40160285,3680836.1609528037,931367.8419412319,5169250.581859813,1195313.2158459397,4440716.2407136485,4388865.175430394,4903000.248697436,4339483.276267084,18006.466666666667
2013-03-20,5066081.010685665,2013,3,20,2,0,1,79,12,0.9776530844816641,0.2102247521189836,0.4110537546870351,-0.9116111071930239,0,1,89.84,0.8984000000000001,4830983.088156723,4825660.474176316,3615050.289403382,4826293.830142475,5322.613980407827,5277373.628609591,1110999.9785481591,4591753.361181783,4427203.406337191,4884995.958562258,4371192.942549354,18105.433333333334
2013-03-21,7466538.163846828,2013,3,21,3,0,1,80,12,0.981124629771712,0.19337647441020586,0.37945284372454435,-0.925211078289358,0,1,89.84,0.8984000000000001,5066081.010685665,7449685.329474621,4472045.491985748,4675236.324020481,-2383604.318788957,5311719.419539498,1098352.4083085342,4695398.412701945,4435196.312355298,4930267.221593109,4416024.432137576,18387.366666666665
2013-03-22,6468090.370436329,2013,3,22,4,0,1,81,12,0.984305844499033,0.17647097349152166,0.3474028211842774,-0.9377159910299093,0,1,89.84,0.8984000000000001,7466538.163846828,5932833.581923416,4031896.204363312,3648014.669412289,1533704.5819234122,5314126.967306957,1103824.6457803487,4909290.746406308,4528239.707016176,5564334.957156538,4612831.775093666,18581.7
2013-03-23,5886428.736420299,2013,3,23,5,1,1,82,12,0.9871957872910085,0.15951325197263655,0.31494162072895193,-0.9491110448902284,0,1,89.84,0.8984000000000001,6468090.370436329,3997923.2079252,3632425.52315227,3676334.1201024055,2470167.1625111294,5390592.222808802,1170361.6396575677,5083304.615411525,4622242.230383645,5790273.810476486,4732525.881106339,18794.433333333334
2013-03-24,4983943.472840608,2013,3,24,6,1,1,83,12,0.9897936029670716,0.14250832791617088,0.2821076626819194,-0.9593827529490743,0,1,89.84,0.8984000000000001,5886428.736420299,4899040.115761355,3908043.3993766685,3833063.2084817463,987388.6206589444,5660378.72687953,1001275.1673286685,5244304.844930669,4695912.050927575,5814312.541962439,4806971.228406793,19041.6
2013-03-25,4598165.362422081,2013,3,25,0,0,1,84,13,0.992098522791769,0.12546123335273648,0.24893980855376657,-0.9685189578512204,0,1,89.84,0.8984000000000001,4983943.472840608,5005489.60284951,3609348.987088157,4613675.440783614,-21546.13000890147,5672507.777890852,990976.8025566677,5321154.850178093,4734274.726406203,5606720.274681981,4818388.79282154,19200.066666666666
2013-03-26,5614047.588601957,2013,3,26,1,0,1,85,13,0.9941098647022418,0.10837701279187609,0.21547731504673012,-0.976508846196619,0,1,89.84,0.8984000000000001,4598165.362422081,4830983.088156723,4074121.7609082777,5821702.384238643,-232817.7257346427,5614318.600686933,1047043.9863942941,5391784.591273373,4733757.723794151,5354581.546617006,4804180.82926994,19270.7
2013-03-27,6731383.480854855,2013,3,27,2,0,1,86,13,0.9958270335100595,0.09126072172931188,0.18175978759137534,-0.9833429613388902,0,1,89.84,0.8984000000000001,5614047.588601957,5066081.010685665,4825660.474176316,9804455.496438114,547966.5779162925,5726184.957893395,989662.7061614484,5501779.293251493,4726835.897272929,5419448.057113243,4856430.298646082,19497.266666666666
2013-03-28,7933277.313446131,2013,3,28,3,0,1,87,13,0.9972495210773451,0.07411742515094437,0.14782713347053048,-0.9890132145779883,0,1,89.84,0.8984000000000001,6731383.480854855,7466538.163846828,7449685.329474621,7209062.090382901,-735154.6829919731,5964085.310774708,1004581.5410688933,5637902.365157103,4624400.163420154,5747431.9130486455,4977395.02231429,19604.033333333333
2013-03-29,8210019.398040954,2013,3,29,4,0,1,88,13,0.998376906467142,0.056952196034039754,0.11371951458594969,-0.9935128947338007,0,1,89.84,0.8984000000000001,7933277.313446131,6468090.370436329,5932833.581923416,6080611.6913401615,1465186.9430098012,6030762.332146038,1128740.9082222236,5672444.649726497,4648540.670855594,6293893.263148017,5168097.10890986,19695.533333333333
2013-03-30,11398658.78717722,2013,3,30,5,1,1,89,13,0.9992088560679753,0.03977011384605572,0.07947729992362097,-0.9968366760893436,0,1,89.84,0.8984000000000001,8210019.398040954,5886428.736420299,3997923.2079252,4692578.717163847,2323590.661620655,6279609.336089554,1400521.804777444,5835100.779449178,4719520.927745622,6772924.796871251,5364350.162995363,19827.133333333335
2013-03-31,9261376.829919862,2013,3,31,6,1,1,90,13,0.9997451236925734,0.022576263041545485,0.04514101777397193,-0.9989806246941579,0,1,89.84,0.8984000000000001,11398658.78717722,4983943.472840608,4899040.115761355,2868872.9201914533,6414715.314336612,7067070.771911972,2362138.002682971,6363724.74939575,4943056.9300794,7929358.294447744,5753660.402703311,20018.8
2013-04-01,10102611.801424759,2013,4,1,0,0,2,91,14,0.9999855506507186,0.005375731557583884,0.01075130776352193,-0.9999422030204416,0,1,89.84,0.8984000000000001,9261376.829919862,4598165.362422081,5005489.60284951,311458.08103294746,4663211.467497781,7678132.680066152,2285459.793462764,6675320.228978501,5156140.393737014,8262362.928315774,5979964.691532996,20053.366666666665
2013-04-02,8081045.730186998,2013,4,2,1,0,2,92,14,0.9999300657962057,-0.011826390691832589,-0.023651127245231586,-0.9997202729664083,0,1,89.84,0.8984000000000001,10102611.801424759,5614047.588601957,4830983.088156723,2181082.012466607,4488564.212822801,8464482.171352249,1974986.9400511684,7039400.38601959,5482512.18441674,8722425.14659302,6245941.927950669,20271.266666666666
2013-04-03,8561731.487978628,2013,4,3,2,0,2,93,14,0.9995786855478958,-0.029025013321975237,-0.05802556932878035,-0.9983150972033183,0,1,89.84,0.8984000000000001,8081045.730186998,6731383.480854855,5066081.010685665,1572650.7457702577,1349662.249332143,8816910.477292968,1557564.6962653487,7271547.717593181,5679177.641674086,8562080.292491514,6364335.723109693,20522.333333333332
2013-04-04,4183194.0160284955,2013,4,4,3,0,2,94,14,0.9989315138848577,-0.046215046983708354,-0.09233133369539122,-0.9957283388645872,0,1,89.84,0.8984000000000001,8561731.487978628,7933277.313446131,7466538.163846828,2716463.40160285,628454.1745324973,9078388.764024936,1277572.1702381652,7521237.037399822,5912146.999747699,8561993.091363292,6506103.193453484,20684.466666666667
2013-04-05,3010764.080142476,2013,4,5,4,0,2,95,14,0.9979887423155984,-0.06339140486951038,-0.12652781683868314,-0.9919630595773397,0,1,89.84,0.8984000000000001,4183194.0160284955,8210019.398040954,6468090.370436329,3615050.289403382,-4026825.3820124585,8542662.57867956,2252249.8924377295,7286712.455412799,5961038.020228554,7467293.3225295935,6356238.08360815,20699.1
2013-04-06,3588171.162956365,2013,4,6,5,1,2,96,14,0.9967506498213929,-0.08054900421874167,-0.16057454459499376,-0.9870237158387383,0,1,89.84,0.8984000000000001,3010764.080142476,11398658.78717722,5886428.736420299,4472045.491985748,-8387894.707034744,7799911.818979776,3083971.3612797973,7039760.577534665,5940895.146586523,6353161.0119328145,6140401.048937997,21132.866666666665
2013-04-07,2864833.2021371326,2013,4,7,6,1,2,97,14,0.9952176027737294,-0.09768276782171598,-0.19443122004766195,-0.9809161537413774,0,1,89.84,0.8984000000000001,3588171.162956365,9261376.829919862,4983943.472840608,4031896.204363312,-5673205.666963497,6684127.872662512,2975965.923069872,6875599.322287242,5911432.668952211,5661913.5496887015,5975741.054732153,21542.7
2013-04-08,4575210.7818343695,2013,4,8,0,0,2,98,15,0.9933900548258936,-0.11478762552212701,-0.2280577712215198,-0.9736476020539838,0,1,89.84,0.8984000000000001,2864833.2021371326,10102611.801424759,4598165.362422081,3632425.52315227,-7237778.599287625,5770335.925836408,3034192.0558216823,6724234.302951279,5872530.568878005,4962643.462800808,5775037.320525733,21740.466666666667
2013-04-09,4205327.602849512,2013,4,9,1,0,2,99,15,0.9912685467787256,-0.13185851571739118,-0.2614143985111562,-0.965226663665613,0,1,89.84,0.8984000000000001,4575210.7818343695,8081045.730186998,5614047.588601957,3908043.3993766685,-3505834.9483526284,4980707.208752066,2364072.8930308553,6722594.690052158,5903956.744167408,4865785.292559198,5697629.156096631,22100.533333333333
2013-04-10,5888707.264470173,2013,4,10,2,0,2,100,15,0.9888537064205885,-0.1488903868564548,-0.2944616217868012,-0.9556633054034704,0,1,89.84,0.8984000000000001,4205327.602849512,8561731.487978628,6731383.480854855,3609348.987088157,-4356403.885129116,4427033.1905609965,1931160.0148700348,6621971.833926983,5913866.217616503,4700670.870131777,5601351.635784664,22288.9
2013-04-11,4157819.5333926994,2013,4,11,3,0,2,101,15,0.986146248341595,-0.16587819893463143,-0.3271603271220951,-0.9449688462364056,0,1,89.84,0.8984000000000001,5888707.264470173,4183194.0160284955,7933277.313446131,4074121.7609082777,1705513.2484416775,4045172.5872026463,1032497.9792624739,6561780.675613791,5989844.826862571,4997679.9687163755,5619890.708737761,22546.033333333333
2013-04-12,4194459.475512022,2013,4,12,4,0,2,102,15,0.9831469737221499,-0.1828169249850199,-0.3594718130884232,-0.9331559438780432,0,1,89.84,0.8984000000000001,4157819.5333926994,3010764.080142476,8210019.398040954,4825660.474176316,1147055.4532502233,4041547.6611118177,1031977.0590257986,6292105.119895689,5992634.752612052,4787714.859885457,5525563.535493829,22952.6
2013-04-13,5107596.549421193,2013,4,13,5,1,2,103,15,0.9798567700958665,-0.1997015525660636,-0.3913578365610259,-0.9202385798054075,0,1,89.84,0.8984000000000001,4194459.475512022,3588171.162956365,11398658.78717722,7449685.329474621,606288.3125556572,4210647.003307467,926513.6283944054,6005279.411143622,5971594.719323242,4639401.0137920985,5439685.853658728,23010.133333333335
