date,actual_revenue,gross_profit,order_id,quantity,customer_id,is_returned,revenue_category_Casual,revenue_category_GenZ,revenue_category_Outdoor,revenue_category_Streetwear,revenue_segment_Activewear,revenue_segment_All-weather,revenue_segment_Balanced,revenue_segment_Everyday,revenue_segment_Performance,revenue_segment_Premium,revenue_segment_Standard,revenue_segment_Trendy,revenue_color_black,revenue_color_blue,revenue_color_green,revenue_color_orange,revenue_color_pink,revenue_color_purple,revenue_color_red,revenue_color_silver,revenue_color_white,revenue_color_yellow
2012-07-14,3820831.409999998,745366.5419279396,157,751,154,11,44983.479999999996,96758.37,488345.37000000005,3190744.1899999985,466866.72000000003,44983.479999999996,960269.2300000002,1727833.3600000003,417821.17,21478.649999999998,84820.43,96758.37,453932.32999999996,208842.07,943822.09,204105.12999999998,199842.64,563744.5700000001,353344.55,94148.03,485211.5900000001,313838.4099999999
2012-07-15,3948841.2800000003,794359.2303902787,149,732,148,9,64970.43000000001,55590.799999999996,402463.73,3425816.320000001,392152.0099999999,64970.43000000001,1266063.8,1649543.3600000003,500892.46,10311.720000000001,9316.7,55590.799999999996,260999.92,341820.82,951749.4000000001,125514.46999999999,273617.01999999996,580956.06,507394.78,212301.34999999998,455221.3599999999,239266.1
2012-07-16,3503801.4900000016,795581.8989774853,140,719,139,7,154985.75,112439.12000000002,406422.48000000004,2829954.1400000006,369100.46,154985.75,927044.7300000001,1338251.2999999998,544150.77,37322.020000000004,20507.34,112439.12000000002,516087.92,155653.82,465571.14,108969.51999999999,195478.95,544793.6900000001,424141.25999999995,391394.91000000003,403227.7700000001,298482.50999999995
2012-07-17,4476729.490000002,1013667.8408818508,185,958,183,10,136733.06,129858.58000000002,584391.9799999999,3625745.870000003,502118.14999999985,136733.06,1190346.9,1721162.2500000002,675653.48,82273.83,38583.240000000005,129858.58000000002,585053.58,458977.68000000005,1057175.35,175007.55,82491.73000000001,604898.1699999999,251020.09999999998,270096.14,762413.63,229595.56
2012-07-18,5184141.459999999,1112129.3015419296,225,1085,223,16,111680.6,65098.49,612529.71,4394832.659999998,600826.44,111680.6,893361.44,2281940.3200000003,1039242.68,11703.27,180288.22,65098.49,637144.9500000002,265039.8,1178027.0199999998,376942.34,261519.42,732833.6100000001,443761.74000000005,248096.24,610507.3,430269.0399999999
2012-07-19,6421487.11,1414216.1974788336,263,1322,259,25,246184.85,147788.27000000002,929098.7899999998,5098415.199999999,837594.1899999996,246184.85,1646419.1599999997,2609619.2900000014,842376.7499999999,91504.59999999999,0.0,147788.27000000002,612836.76,326093.80999999994,1676006.87,318314.97,128187.1,901331.61,510713.5199999999,432398.79,832030.8700000001,683572.81
2012-07-20,5171470.46,957480.820366147,231,1227,230,8,56400.45,172189.11000000002,982891.8,3959989.1000000006,832813.5,56400.45,1220219.43,1851888.0200000005,810152.7300000001,150078.3,77728.92,172189.11000000002,254925.44,267311.82,1147927.4300000004,270058.78,144557.53,514009.0500000001,655473.7,824522.9799999999,658586.0900000001,434097.64
2012-07-21,3442157.0200000014,696081.5663804503,171,855,170,12,15316.86,48848.18,638763.1400000002,2739228.840000001,579646.3200000002,15316.86,728528.2200000001,1188394.2699999998,718969.1699999999,59116.82000000001,103337.18,48848.18,341923.0200000001,355742.44000000006,724662.3499999999,271300.67000000004,44776.5,465038.11,417325.27,175536.94,552263.32,93588.4
2012-07-22,3117550.5700000003,585894.1878755938,140,714,139,8,83323.5,44484.45,497539.58,2492203.0399999996,457182.96,83323.5,738360.4999999999,1297209.9100000001,415347.82999999996,40356.619999999995,41284.8,44484.45,226275.12,148633.81999999998,646367.1900000001,184276.58999999997,36150.08,375928.52,518207.69000000006,277805.66000000003,262673.82,441232.08
2012-07-23,4730517.6899999995,1045511.0250636002,206,1037,203,10,42822.25,163914.73,704973.4,3818807.31,664923.97,42822.25,911912.2100000001,1961642.47,916850.1400000001,40049.43,28402.489999999998,163914.73,794215.91,404976.72,820520.2199999999,292874.82,202312.06,464462.80000000005,322904.42000000004,423637.24,664481.1300000002,340132.37
2012-07-24,4096496.12,848045.466606355,186,903,185,11,52468.649999999994,50145.60999999999,761774.86,3232106.999999999,640154.1199999999,52468.649999999994,1050447.34,1494035.8800000006,568212.62,121620.73999999999,119411.16,50145.60999999999,324269.75000000006,305766.07999999996,694615.69,264743.3300000001,129541.49,818599.49,247901.57999999996,385313.28,758181.7600000001,167563.67
2012-07-25,5246688.080000001,1106668.7090241334,224,1090,221,29,137140.28,90572.58,653587.1300000001,4365388.089999999,589072.81,137140.28,1065604.9300000002,2137345.61,1076246.0999999999,64514.32,86191.45,90572.58,685012.8300000001,294648.5,1046902.7300000002,433544.67000000004,223925.87,595149.51,543348.1599999999,363696.97,652214.3400000001,408244.49999999994
2012-07-26,5851965.060000006,1272793.3194878635,273,1310,270,12,172011.62999999998,64268.12000000001,1267384.9799999995,4348300.330000001,1155708.5999999999,172011.62999999998,1022844.8200000001,2554455.419999999,738625.4,111676.38000000002,32374.690000000002,64268.12000000001,346203.9,596765.4599999998,843043.1500000001,590031.9500000001,239182.13999999998,769206.5299999999,612487.33,428748.37000000005,760377.9299999998,665918.2999999999
2012-07-27,5156699.45,1167297.2491614968,212,1070,211,15,65985.95999999999,88932.33,731392.2399999999,4270388.920000001,682718.8399999999,65985.95999999999,1362862.13,1833803.9099999995,932403.9700000001,48673.399999999994,141318.91,88932.33,789643.49,505887.26999999996,813078.1499999998,284224.44,78251.99999999999,822731.9299999999,661144.88,262119.38999999998,650881.6900000001,288736.20999999996
2012-07-28,4326956.839999995,923294.2453739629,176,896,176,7,75853.7,38899.7,737411.5800000001,3474791.8599999985,691690.5600000002,75853.7,1045723.1000000001,1936732.5199999998,458926.36,45721.020000000004,33409.88,38899.7,500904.80999999994,301971.5,1083377.93,186011.47999999998,140882.45999999996,694551.3300000001,336638.01999999996,304230.37,588213.1200000001,190175.81999999998
2012-07-29,4804199.650000001,984553.739010724,206,972,205,12,41423.92,81296.81,552725.03,4128753.889999999,440455.67,41423.92,1335798.5899999999,1808723.9399999997,833087.0,112269.36000000002,151144.36,81296.81,153683.65,680767.0899999999,1014243.4400000002,331967.9,237940.38,755535.4900000002,508541.48,195191.96999999997,734732.2100000002,191596.03999999998
2012-07-30,6586130.95,1391021.394477903,268,1332,264,18,95055.77000000002,86331.81999999999,1080092.51,5324650.849999999,1016740.7400000002,95055.77000000002,2015756.2100000002,2435944.349999999,793700.9500000001,63351.770000000004,79249.34,86331.81999999999,770422.8400000002,575563.9299999999,1640693.4200000004,414838.33999999997,239637.61999999997,699475.3100000002,636636.79,346463.39,746779.2000000001,515620.11
2012-07-31,9151622.140000006,2008730.9562821023,381,2016,377,20,192029.95999999996,153750.72999999998,1616771.4000000008,7189070.050000001,1475659.3700000008,192029.95999999996,1445317.6099999999,3972299.26,1484024.8399999994,141112.03,287428.33999999997,153750.72999999998,1076534.04,852993.9500000001,1613376.1800000006,664892.05,168364.65,1011470.7299999999,909062.9400000001,1048679.0999999999,1256112.08,550136.4199999998
2012-08-01,9148357.299999999,1839842.9704781498,360,1693,357,19,105850.02000000002,158382.58,1236246.3100000005,7647878.39,1100702.2900000003,105850.02000000002,2351083.7300000004,3762477.6699999995,1232340.88,135544.02,301976.11,158382.58,1037668.6000000001,885628.3899999999,2119856.3800000004,554536.11,359227.26,1001233.6299999998,676702.95,757154.8899999999,997909.41,758439.6800000002
2012-08-02,9692426.999999996,2154925.8514624834,413,2038,410,27,293154.22,123855.24,1429076.5199999996,7846341.019999999,1250877.3499999999,293154.22,2436223.1800000006,3808459.1800000006,1286548.1900000002,178199.16999999995,315110.47000000003,123855.24,1012062.5700000002,450460.92000000004,1760285.6100000003,412359.88999999996,389171.6699999999,1652871.24,836369.3200000001,1153718.29,1115766.2100000002,909361.28
2012-08-03,9297269.950000003,2178461.485674886,353,1793,351,19,245873.79,64730.58,1240352.6499999994,7746312.929999999,1120962.4099999997,245873.79,1643448.4700000004,4534632.1899999995,1395835.1199999999,119390.24,172397.15000000002,64730.58,1032040.9600000001,886279.7600000001,1715173.3699999996,531206.18,171582.21,1361503.2500000005,764129.05,626712.7100000001,1681764.5600000003,526877.9
2012-08-04,6384195.03,1296666.9243365908,245,1161,243,13,97285.6,161586.30999999997,752616.93,5372706.190000004,706537.49,97285.6,1760594.81,2404475.5500000007,985068.7100000002,46079.439999999995,222567.12,161586.30999999997,957929.4299999998,612788.65,1244957.47,425665.58999999997,303553.52,785454.3200000002,397642.83999999997,408624.98000000004,1005964.2899999998,241613.94
2012-08-05,2359224.189999999,495811.07623133925,76,359,76,6,107874.64,13225.14,182713.8,2055410.6099999994,115228.79000000001,107874.64,486666.2800000001,1203147.82,310954.12000000005,67485.01,54642.39,13225.14,384935.38,229849.64,450854.76000000007,71053.55,126719.51,249996.66999999998,202103.2,177355.28999999998,215127.83999999997,251228.34999999995
2012-08-06,3630003.700000001,707284.9898185756,114,560,114,9,46286.52,29894.18,320108.32,3233714.68,294526.05,46286.52,1367036.97,1430011.0800000003,415979.07999999996,25582.269999999997,20687.550000000003,29894.18,867660.29,257621.72999999998,569380.76,319377.4399999999,60766.18000000001,325370.63,268156.93000000005,307554.92,208472.22999999998,445642.58999999997
2012-08-07,2240253.4399999995,458987.60213411343,93,471,91,6,0.0,11582.16,355956.6900000001,1872714.59,333526.52999999997,0.0,429420.24,1125821.78,228668.14999999997,22430.16,88804.42,11582.16,409954.68,291411.60000000003,380687.20000000007,188427.75999999998,179225.29,206237.99,172280.62,13714.38,222086.53,176227.39
2012-08-08,2617553.3600000013,620546.9357660037,129,621,128,9,27348.62,106743.99,449860.88,2033599.8700000003,364494.1500000001,27348.62,762732.87,883372.2200000001,272135.45,85366.73,115359.33,106743.99,320597.95,433883.22,392638.36,406863.36000000004,185220.07,200814.16999999998,157472.78999999998,198098.9,230726.97999999998,91237.56
2012-08-09,4478691.519999998,857018.8063459675,156,822,156,7,128160.54000000001,66571.96,490701.83999999997,3793257.179999999,382744.7,128160.54000000001,1382329.9899999998,1621398.44,695762.8800000001,107957.13999999998,93765.87,66571.96,578652.9700000001,330639.14,669256.0,476771.81000000006,283645.72,862376.29,281219.55999999994,308222.79,346550.56999999995,341356.67000000004
2012-08-10,3412496.6500000013,713217.0866599111,158,757,158,11,0.0,38096.520000000004,518482.35000000003,2855917.7800000003,441685.37999999995,0.0,1106242.6900000002,1188567.93,499422.5199999999,76796.97,61684.63999999999,38096.520000000004,356084.66,340916.08999999997,537035.99,356637.37,287939.27,488876.08999999997,330294.49999999994,253876.92999999996,388972.94999999995,71862.79999999999
2012-08-11,2732604.3500000006,563936.302142827,110,577,110,14,25604.300000000003,126836.25,361392.98,2218770.8200000003,361392.98,25604.300000000003,835955.2799999999,1071618.6800000002,306785.04000000004,0.0,4411.82,126836.25,227772.95,235134.88999999998,545333.36,277870.57,88678.97,530250.81,144684.12000000002,218324.16,250074.77000000002,214479.75
2012-08-12,3388181.83,733906.5812179018,138,689,137,11,28464.3,65303.21,568076.11,2726338.210000001,535443.33,28464.3,1002575.3299999998,1320632.83,362179.05,32632.780000000002,40951.0,65303.21,539533.0099999999,248508.32000000007,850163.3099999999,253253.21000000002,172228.53999999998,197445.06999999998,288530.97,173283.23999999996,413676.98,251559.18
2012-08-13,3928170.0100000002,738605.0534410995,153,765,153,7,12337.650000000001,43750.75,686123.7300000001,3185957.879999999,545063.4199999999,12337.650000000001,984753.73,1645607.6099999996,465966.01,141060.31,89630.53,43750.75,449088.01,600106.2300000001,368455.09,518438.25,210459.41,810273.7899999999,227543.78999999998,171321.39,406310.48000000004,166173.57
2012-08-14,4033912.159999999,775713.5766148024,151,765,151,11,22516.760000000002,78394.23000000001,524129.8999999999,3408871.2699999986,454768.20999999996,22516.760000000002,1108595.1199999999,1814572.3399999999,388325.94999999995,69361.69,97377.86,78394.23000000001,681315.79,257144.11,740087.5299999999,272850.35000000003,168394.87000000002,340948.00999999995,320277.20999999996,272948.83,608981.77,370963.69
2012-08-15,3780293.2599999984,893369.668203566,162,828,161,13,42400.59,73725.34000000001,667034.5599999999,2997132.7699999977,534257.0700000001,42400.59,1211102.49,1406621.4800000004,319993.94,132777.49000000002,59414.86,73725.34000000001,391521.42,475895.89,382210.79000000004,511777.63,80859.43000000001,420468.58,325284.23000000004,415355.12000000005,530628.3700000001,246291.80000000002
2012-08-16,5249978.18,1027522.2104606449,212,1153,209,17,0.0,91639.32,1115534.7499999998,4042804.109999999,980230.96,0.0,1519567.5000000002,1792795.1699999997,564459.3800000001,135303.78999999998,165982.06,91639.32,450803.31000000006,608451.37,1109113.62,304890.30999999994,279854.44,633718.4199999999,344572.82,649715.2600000001,571881.52,296977.11000000004
2012-08-17,4089284.0500000017,850375.1290361925,158,768,158,7,66134.75,78644.17,498540.2299999999,3445964.900000001,446813.92999999993,66134.75,1305602.67,1297822.9100000001,766332.2199999999,51726.3,76207.1,78644.17,414719.44000000006,388475.8400000001,896434.9,449256.2500000001,121860.15,398317.80000000005,183666.29,293782.24,447920.5299999999,494850.6099999999
2012-08-18,3450015.7099999995,641098.7749880636,135,640,135,9,39093.38,41723.53,494841.54,2874357.2600000007,467622.0399999999,39093.38,1129173.17,1296816.2299999997,404715.98000000004,27219.5,43651.88,41723.53,575411.71,491807.48999999993,734314.28,200763.52000000002,145770.7,349373.68000000005,233831.03999999998,193202.40000000002,271763.10000000003,253777.79
2012-08-19,3904300.9299999983,897499.5288786205,158,865,156,8,17946.5,28660.21,926446.3999999998,2931247.82,794618.29,17946.5,925048.87,1364152.4299999995,642046.5200000001,131828.11,0.0,28660.21,347588.54,376105.95,804602.32,337300.9,326946.4799999999,476415.86999999994,365398.7100000001,211765.28000000003,437503.71,220673.16999999998
2012-08-20,3541027.3200000003,713988.5108173345,158,796,157,7,175060.87,59988.62000000001,674157.8099999997,2631820.0200000005,541664.0399999999,175060.87,490287.85000000003,1727492.9100000001,350452.19999999995,132493.77000000002,63587.06,59988.62000000001,423989.06,356742.70999999996,616638.9299999999,300399.72000000003,189761.85,435702.07000000007,288421.7100000001,237706.16000000003,463011.9200000001,228653.19
2012-08-21,4147483.2299999995,783118.593704865,172,851,172,15,91956.83999999998,90515.15,611864.9800000001,3353146.26,431614.8000000001,91956.83999999998,937339.6799999999,1715594.4799999997,626919.67,180250.18,73292.43,90515.15,154040.27,440574.28,935332.8600000002,292858.51,254028.31000000003,736389.24,225310.02000000005,314591.56,518453.1000000001,275905.08
2012-08-22,4597682.81,1035214.4796304323,185,925,184,8,19103.76,61269.71000000001,767280.1300000001,3750029.2099999986,636387.52,19103.76,1434181.5599999998,1883116.03,393835.14,130892.60999999999,38896.48,61269.71000000001,198753.92000000004,745290.8200000001,838594.26,400093.98000000004,259096.79999999996,522706.04999999993,301002.24,320797.42,661245.7400000001,350101.58
2012-08-23,5478869.549999999,1283131.5086051705,231,1107,228,13,93536.48,98967.68999999999,1121927.9999999998,4164437.38,1021786.35,93536.48,1485817.43,2053219.7699999998,516014.14999999997,100141.65,109386.03,98967.68999999999,434303.46,568231.86,791948.8300000001,640668.9599999998,276075.03,814905.99,455959.2300000001,454949.93999999994,716648.13,325178.12000000005
2012-08-24,4637850.57,1005639.90484701,196,973,195,8,71587.76000000001,75949.5,690911.5599999998,3799401.750000001,590820.77,71587.76000000001,1035549.0900000001,2276410.8299999996,439655.18,100090.79,47786.649999999994,75949.5,356240.2199999999,364883.63,704343.0299999999,679798.35,291681.64,573052.02,326061.45,383396.92000000004,501412.39,456980.9199999999
2012-08-25,3589566.28,805223.5285663818,141,701,138,5,22527.6,24915.14,495482.02999999997,3046641.5100000002,425735.00999999983,22527.6,1095250.45,1404585.5299999998,501126.33999999997,69747.01999999999,45679.19,24915.14,289062.25,188348.7,645692.32,355466.64999999997,173145.27000000002,478792.33,283386.64999999997,294561.50999999995,512251.7699999999,368858.83
2012-08-26,4280204.530000001,803262.0509703349,164,842,161,12,40321.049999999996,84557.43,837361.4599999997,3317964.5900000012,697285.8200000001,40321.049999999996,931317.7899999998,1635581.8700000006,722086.05,140075.64,28978.88,84557.43,330314.45000000007,400516.29,949055.7099999997,503078.69000000006,198480.24,529406.39,276991.98,394124.37,340854.36000000004,357382.05
2012-08-27,3038895.840000001,673635.1627615289,137,632,136,13,28314.28,30203.86,494280.2899999999,2486097.4099999997,443215.81999999995,28314.28,568361.6900000001,1311882.3000000003,533890.96,51064.47,71962.46,30203.86,518507.55000000005,204596.36000000002,400454.52999999997,289981.38,213937.88999999998,401342.60000000003,215296.2,186168.06,397309.97,211301.30000000002
2012-08-28,9508676.62,2068825.0298213586,391,2016,390,26,139916.5,153439.59,2041300.18,7174020.35,1704882.2799999996,139916.5,2750306.05,2905297.490000001,1380131.2899999998,336417.89999999997,138285.52,153439.59,1203840.5800000003,1135787.7399999998,1779928.8699999996,559147.0800000001,376681.57,1291928.7100000002,573538.5100000001,759901.2600000001,1302385.2299999997,525537.0700000002
2012-08-29,9260558.320000002,1924263.7808272429,382,2026,377,31,207587.50000000003,111101.15,2021341.9599999995,6920527.709999999,1840698.3899999994,207587.50000000003,2408168.1400000006,3064746.669999999,1295693.0899999999,180643.56999999998,151919.81,111101.15,816251.5600000003,727508.03,1731617.96,1344925.7999999998,395560.38,1220559.9600000002,679473.0099999999,347979.7300000001,1224039.2899999996,772642.5999999997
2012-08-30,10086534.100000005,2135622.381672625,403,2057,400,21,173309.83000000002,154256.73999999996,1796198.4400000009,7962769.089999999,1443709.3499999996,173309.83000000002,2050308.2099999997,4295414.910000001,1421104.7000000002,352489.08999999997,195941.27000000002,154256.73999999996,1003615.1900000001,1182629.9300000002,2003883.48,877641.1799999999,543744.64,1324978.1500000004,710730.15,925691.0499999998,1083208.1099999999,430412.22000000003
2012-08-31,9104678.519999998,1827218.398611003,393,1992,389,22,236494.92,180701.47999999998,1828996.1500000008,6858485.97,1454708.2600000005,236494.92,2003507.1400000001,3164726.829999999,1559431.31,374287.89,130820.69,180701.47999999998,746115.3099999999,1317179.4900000002,1873043.57,544906.6699999998,312373.51,1240775.1000000003,884450.12,524599.15,1199067.6700000004,462167.93000000005
2012-09-01,8560208.920000004,1821873.7523377305,341,1829,337,22,33565.16,100829.01999999999,1573688.0700000008,6852126.669999999,1283032.2000000004,33565.16,2689746.1399999997,2737736.7599999993,1323386.8300000003,290655.87,101256.94000000002,100829.01999999999,507710.8900000001,953700.3800000001,1747172.6400000004,1156496.2299999997,424678.51,992079.5900000001,593791.5299999999,450713.54,901809.5199999999,832056.0899999999
2012-09-02,2587099.4399999995,641002.1555103116,106,495,105,5,41117.9,62992.85999999999,475103.1500000001,2007885.53,412454.18,41117.9,779797.54,910276.7000000001,251158.2,62648.97,66653.09,62992.85999999999,338841.51,227442.92999999996,290096.27,102747.89999999998,181605.64,651826.26,132685.8,156107.24,365893.98000000004,139851.91
2012-09-03,3865505.0100000002,802073.9260938735,147,752,147,15,105952.33,32196.660000000003,723757.8599999998,3003598.1599999997,570016.87,105952.33,1152219.33,1484916.1400000006,252964.65999999997,153740.99,113498.03000000001,32196.660000000003,409406.99999999994,584295.0599999999,566588.55,381293.14,213756.79,766516.2,296063.52999999997,150442.38999999998,284829.56999999995,212312.78
2012-09-04,3645749.4399999995,768780.6465967398,147,672,147,7,13113.119999999999,40047.82,506739.6299999999,3085848.8699999996,394866.43,13113.119999999999,1262325.4200000002,1317673.02,497081.94,111873.2,8768.49,40047.82,540628.94,691935.4400000001,436339.12,606102.87,143023.59999999998,360928.7899999999,158025.03,274384.9,279620.87,154759.88
2012-09-05,2398185.5099999984,431809.03146017634,87,438,87,6,0.0,35198.630000000005,430324.68,1932662.1999999995,319243.86000000004,0.0,890219.73,929782.9900000002,90549.58000000002,111080.81999999999,22109.9,35198.630000000005,380861.62,228270.25000000003,429608.73000000004,273913.44999999995,163735.85,470202.39,132438.91999999998,57675.99,194210.39999999997,67267.91
2012-09-06,2858227.369999999,710317.4076966648,119,636,119,15,102404.82,84020.73,547177.41,2124624.4099999997,495334.69,102404.82,858628.2000000002,1099404.8800000001,158292.41,51842.72,8298.92,84020.73,242742.34999999998,304513.74,568592.3500000001,145415.84,325711.13999999996,400290.4699999999,305454.57,113035.83000000002,319110.08000000013,133361.0
2012-09-07,3282753.799999997,702718.7378146716,139,675,136,12,39744.54,29342.010000000002,649783.31,2563883.94,574625.3900000001,39744.54,838361.15,1404599.5900000005,302073.65,75157.92,18849.55,29342.010000000002,82755.7,315539.67999999993,657214.0099999999,472895.0400000001,98917.26000000001,657242.45,180354.09,291298.60000000003,340579.30000000005,185957.67
2012-09-08,3666204.8899999987,862203.5747586981,130,637,130,7,28262.96,49739.549999999996,541189.8699999999,3047012.509999998,441290.19999999995,28262.96,1342820.1200000003,1459646.2100000002,237914.05,99899.67,6632.13,49739.549999999996,387282.62,394368.81,495250.70999999996,348484.33999999997,338663.99,613631.48,196273.81999999998,269046.24,276023.57,347179.30999999994
2012-09-09,4458501.419999999,869025.621322457,170,882,169,7,55454.54,62035.82000000001,843535.7600000002,3497475.3,669214.4800000003,55454.54,1206955.5699999998,1923532.4200000002,297579.6,174321.28,69407.71,62035.82000000001,264308.43,591484.4899999999,996104.74,327132.61,65812.62,744139.9200000002,483061.44,270809.23,363056.11,352591.83
2012-09-10,4548962.790000001,1031661.9071276961,186,969,185,13,61433.399999999994,99453.44999999998,1028577.2999999997,3359498.639999999,810518.4299999997,61433.399999999994,1196466.7700000003,1609103.2200000004,542509.4500000001,218058.87,11419.2,99453.44999999998,315794.12,549539.8500000001,580429.1699999999,413950.67000000004,249884.01,676676.8599999998,327021.77999999997,344895.55,632389.2300000001,458381.55000000005
2012-09-11,4021565.5499999993,757201.1430959939,129,644,128,7,150817.33000000002,24645.75,502351.2699999999,3343751.1999999997,373085.75000000006,150817.33000000002,1502284.1299999994,1595426.02,211504.21999999997,129265.52,34536.83,24645.75,439938.83,559674.4,588180.2100000002,499486.83999999997,275748.26999999996,652081.1499999997,213969.55999999994,143816.24,390250.48,258419.57
2012-09-12,3335978.2899999996,662287.6413700805,108,598,108,4,17676.57,38729.55,620657.21,2658914.9600000004,512004.7900000001,17676.57,703867.91,1647049.7799999996,284031.93,108652.42000000001,23965.340000000004,38729.55,330410.12000000005,235276.20999999996,454289.74,209314.95,84718.35,870429.59,310735.64,266323.46,364571.4200000001,209908.81
2012-09-13,2609609.2900000005,505802.3214994151,116,561,115,11,29693.01,41659.329999999994,700658.4300000002,1837598.5200000003,559834.2200000003,29693.01,723071.88,826477.5999999999,219607.72,140824.21000000002,68441.32,41659.329999999994,116204.47,369939.6900000001,444406.32,358100.04,110293.46,402579.68,207902.06,162643.09000000003,373833.8400000001,63706.63999999999
2012-09-14,3729228.4300000016,893816.1572269447,136,694,136,11,45956.4,73011.65999999999,438250.63000000006,3172009.74,422996.23000000004,45956.4,1011137.78,1606859.5099999995,470472.1,15254.4,83540.34999999999,73011.65999999999,302313.91000000003,492714.84,511733.88,267437.01,164880.01000000004,640990.6000000001,368542.2400000001,367715.77,270625.95,342274.22
2012-09-15,3605125.6400000006,755585.7421349246,131,723,128,6,89063.61000000002,6738.42,751614.4,2757709.2100000004,662190.93,89063.61000000002,1164725.7500000002,1191495.7499999998,401487.7100000001,89423.47,0.0,6738.42,208911.51999999996,178968.01,586487.7800000001,421433.4,263008.29,719759.1900000002,380129.20000000007,269796.18,168336.64000000004,408295.42999999993
2012-09-16,4452012.440000001,890519.4869695291,174,844,173,17,50893.69,34115.96,925238.2999999999,3441764.4900000007,801097.7899999998,50893.69,1400671.15,1803938.1400000001,163268.94999999998,124140.51000000001,73886.25,34115.96,352971.31,468294.2,958954.5699999998,362790.41,420854.05999999994,614071.99,282390.93999999994,416902.8,367489.14,207293.02000000002
